GRUP;TAHSILATAY;SORUMLUAVUKAT;DEVIR;ANAPARA;FAIZ;TAHSILATDURUM;CARIYILSEVK;ODEMEGUN;ANAPARAFAIZ
GRUP 2;Mayıs;;2018;1625.58;1983.19;Yasal Takip;;6;3608.77
GRUP 2;Mart;;2020;178207.28;39406.88;Yasal Takip;;19;217614.16
GRUP 2;Şubat;;2016;7545.81;4725.61;Yasal Takip;;22;12271.42
GRUP 2;Kasım;;2019;17447.01;9407.64;Yasal Takip;;3;26854.65
GRUP 2;Aralık;;2016;18651.85;3898.47;Yasal Takip;;29;22550.32
GRUP 2;Temmuz;;2015;3875.27;767.69;Yasal Takip;;16;4642.96
GRUP 2;Mart;;2016;2711.03;1102.15;Yasal Takip;;26;3813.18
GRUP 2;Kasım;;2021/03;10659.81;2199.92;Yasal Takip;;2;12859.73
GRUP 2;Eylül;;2020;29725.85;12679.75;Yasal Takip;;2;42405.6
GRUP 2;Aralık;;2016;4902.65;1289.95;Yasal Takip;;28;6192.6
GRUP 2;Ocak;;2018;8715.96;4152.05;Yasal Takip;;29;12868.01
GRUP 2;Mart;;2020;82490.15;5858.46;Yasal Takip;2021;9;88348.61
GRUP 2;Mart;;2019;78926.32;37452.17;Yasal Takip;;22;116378.49
GRUP 2;Şubat;;2015;11862.03;34.85;Yasal Takip;;15;11896.88
GRUP 2;Ekim;;2020;94169.37;28243.18;Yasal Takip;;20;122412.55
GRUP 2;Ekim;;2015;4702.3;12.28;Yasal Takip;;4;4714.58
GRUP 2;Kasım;;2014;414.12;1650.8;Yasal Takip;;8;2064.92
GRUP 2;Kasım;;2015;4056.49;165.25;Yasal Takip;;25;4221.74
GRUP 2;Mayıs;;2020;9188.04;1377;Yasal Takip;2021;25;10565.04
GRUP 2;Şubat;;2016;17701.16;11698.46;Yasal Takip;;26;29399.62
GRUP 2;Ocak;;2018;4856.7;2825.66;Yasal Takip;;14;7682.36
GRUP 2;Temmuz;;2020;18089.2;2246.67;Yasal Takip;2021;14;20335.87
GRUP 2;Eylül;;2020;57643.64;28221.79;Yasal Takip;;15;85865.43
GRUP 2;Ağustos;;2018;3664.02;8493.8;Yasal Takip;;4;12157.82
GRUP 2;Eylül;;2018;10203.31;4549.86;Yasal Takip;;10;14753.17
GRUP 2;Eylül;;2019;33188.75;14308.84;Yasal Takip;;14;47497.59
GRUP 2;Nisan;;2020;31337.57;2952.52;Yasal Takip;2021;1;34290.09
GRUP 2;Ekim;;2019;54061.83;12464.83;Yasal Takip;;27;66526.66
GRUP 2;Ağustos;;2015;7341.76;1741.83;Yasal Takip;;13;9083.59
GRUP 2;Aralık;;2019;28272.37;30295.69;Yasal Takip;;3;58568.06
GRUP 2;Kasım;;2021/02;7422.08;1235.69;Yasal Takip;;26;8657.77
GRUP 2;Şubat;;2019;42985.79;21221.06;Yasal Takip;;22;64206.85
GRUP 2;Kasım;;2020;57718.14;8053.14;Yasal Takip;2021;12;65771.28
GRUP 2;Mart;;2020;72143;17423.37;Yasal Takip;;22;89566.37
GRUP 2;Aralık;;2020;37365.39;21132.8;Yasal Takip;;16;58498.19
GRUP 2;Ağustos;;2021/02;38875.58;3808.94;Yasal Takip;;20;42684.52
GRUP 2;Nisan;;2020;51005.25;13000.47;Yasal Takip;;13;64005.72
GRUP 2;Nisan;;2015;518.58;949.88;Yasal Takip;;20;1468.46
GRUP 2;Kasım;;2017;32062.83;9645.34;Yasal Takip;;29;41708.17
GRUP 2;Ekim;;2020;70441.37;28362.14;Yasal Takip;;1;98803.51
GRUP 2;Ekim;;2021/02;5145.58;1331.41;Yasal Takip;;1;6476.99
GRUP 2;Aralık;;2020;51027.36;22726.73;Yasal Takip;;7;73754.09
GRUP 2;Mayıs;;2020;3687.43;335.68;Yasal Takip;2021;7;4023.11
GRUP 2;Ağustos;;2015;9015.75;2835.02;Yasal Takip;;2;11850.77
GRUP 2;Nisan;;2020;14449.18;1342.54;Yasal Takip;2021;30;15791.72
GRUP 2;Ekim;;2019;18986.71;7616.66;Yasal Takip;;13;26603.37
GRUP 2;Mayıs;;2019;8626.16;4321.76;Yasal Takip;;21;12947.92
GRUP 2;Mayıs;;2015;3136.5;4979.81;Yasal Takip;;20;8116.31
GRUP 2;Ekim;;2020;1061.65;27.21;Yasal Takip;;23;1088.86
GRUP 2;Nisan;;2020;119732.08;23740.58;Yasal Takip;;9;143472.66
GRUP 2;Eylül;;2017;3377.22;920.11;Yasal Takip;;14;4297.33
GRUP 2;Nisan;;2020;38973.9;7406.86;Yasal Takip;;22;46380.76
GRUP 2;Temmuz;;2019;34967.7;20953.68;Yasal Takip;;7;55921.38
GRUP 2;Temmuz;;2020;21075.41;3905.6;Yasal Takip;2021;16;24981.01
GRUP 2;Mart;;2018;9436.54;9057.59;Yasal Takip;;3;18494.13
GRUP 2;Temmuz;;2021/01;0;0;Yasal Takip;;18;0
GRUP 2;Eylül;;2017;16992.3;3188.2;Yasal Takip;;2;20180.5
GRUP 2;Nisan;;2021/03;23654.22;511.78;Yasal Takip;;20;24166
GRUP 2;Ekim;;2017;0;0;Yasal Takip;;29;0
GRUP 2;Mart;;2015;15022.1;1300;Yasal Takip;;11;16322.1
GRUP 2;Ekim;;2016;2197.84;1740.22;Yasal Takip;;13;3938.06
GRUP 2;Nisan;;2014;0;490.17;Yasal Takip;;19;490.17
GRUP 2;Haziran;;2017;14988.88;3500.91;Yasal Takip;;21;18489.79
GRUP 2;Ağustos;;2017;4758.61;2700.04;Yasal Takip;;25;7458.65
GRUP 2;Şubat;;2019;29576.44;14474.58;Yasal Takip;;1;44051.02
GRUP 2;Kasım;;2019;66525.36;24767.6;Yasal Takip;;29;91292.96
GRUP 2;Haziran;;2019;78022.76;27105.93;Yasal Takip;;25;105128.69
GRUP 2;Nisan;;2020;39322.37;3971.34;Yasal Takip;2021;2;43293.71
GRUP 2;Mayıs;;2013;0;0;Yasal Takip;;11;0
GRUP 2;Kasım;;2021/01;2506.91;959.5;Yasal Takip;;25;3466.41
GRUP 2;Mayıs;;2020;13087.08;3601.71;Yasal Takip;;21;16688.79
GRUP 2;Eylül;;2015;10596.92;2258.3;Yasal Takip;;24;12855.22
GRUP 2;Mart;;2020;45896.74;2937.31;Yasal Takip;2021;25;48834.05
GRUP 2;Kasım;;2018;5772.1;5301.76;Yasal Takip;;22;11073.86
GRUP 2;Haziran;;2021/01;26414.46;2896.9;Yasal Takip;;21;29311.36
GRUP 2;Eylül;;2020;14978.44;7067.7;Yasal Takip;2021;29;22046.14
GRUP 2;Aralık;;2020;21146.09;4387.24;Yasal Takip;2021;20;25533.33
GRUP 2;Haziran;;2021/02;34408.02;3577.82;Yasal Takip;;29;37985.84
GRUP 2;Kasım;;2020;21508.2;11173.07;Yasal Takip;;3;32681.27
GRUP 2;Mayıs;;2015;1930.1;1167.54;Yasal Takip;;21;3097.64
GRUP 2;Kasım;;2020;38334.28;8427.84;Yasal Takip;2021;15;46762.12
GRUP 2;Aralık;;2014;2753.29;9.91;Yasal Takip;;3;2763.2
GRUP 2;Mayıs;;2019;12842.51;7238.36;Yasal Takip;;26;20080.87
GRUP 2;Haziran;;2018;8124.66;6595.09;Yasal Takip;;3;14719.75
GRUP 2;Ocak;;2019;22956.2;12635.06;Yasal Takip;;4;35591.26
GRUP 2;Şubat;;2018;9081.37;5153.68;Yasal Takip;;9;14235.05
GRUP 2;Mart;;2018;2763.06;2069.85;Yasal Takip;;31;4832.91
GRUP 2;Mayıs;;2020;55333.06;4773.18;Yasal Takip;2021;5;60106.24
GRUP 2;Temmuz;;2015;846.3;1226.26;Yasal Takip;;15;2072.56
GRUP 2;Aralık;;2018;13587.39;8914.72;Yasal Takip;;28;22502.11
GRUP 2;Kasım;;2014;1101.2;456.47;Yasal Takip;;15;1557.67
GRUP 2;Kasım;;2014;9015.74;4224.96;Yasal Takip;;17;13240.7
GRUP 2;Şubat;;2021/01;9114.67;5537.06;Yasal Takip;;9;14651.73
GRUP 2;Aralık;;2021/02;5584.7;2164.7;Yasal Takip;;29;7749.4
GRUP 2;Aralık;;2015;12143.34;276.96;Yasal Takip;;29;12420.3
GRUP 2;Eylül;;2021/03;81493.33;7716.24;Yasal Takip;;10;89209.57
GRUP 2;Haziran;;2021/04;123284.43;5982.19;Yasal Takip;;28;129266.62
GRUP 2;Kasım;;2021/04;37377.72;4058.03;Yasal Takip;;1;41435.75
GRUP 2;Haziran;;2021/02;19089.31;1381.69;Yasal Takip;;18;20471
GRUP 2;Temmuz;;2021/03;36211.13;2338.29;İdari Takip;;7;38549.42
GRUP 2;Nisan;;2021/05;251.87;0;İdari Takip;;14;251.87
GRUP 2;Temmuz;;2021/03;24852.64;1596.15;Yasal Takip;;13;26448.79
GRUP 2;Eylül;;2021/05;22413.21;1506.83;Yasal Takip;;9;23920.04
GRUP 2;Kasım;;2021/06;20630.02;2379.26;Yasal Takip;;16;23009.28
GRUP 2;Ekim;;2021/04;21443.65;2317.77;Yasal Takip;;21;23761.42
GRUP 2;Kasım;;2021/08;58921.64;3568.62;Yasal Takip;;24;62490.26
GRUP 2;Haziran;;2021/04;82129.5;3060.53;Yasal Takip;;24;85190.03
GRUP 2;Kasım;;2021/07;10143.73;1684.15;Yasal Takip;;9;11827.88
GRUP 2;Ekim;;2021/06;43264.92;2755.09;Yasal Takip;;8;46020.01
GRUP 2;Kasım;;2021/07;24481.41;2423.34;Yasal Takip;;17;26904.75
GRUP 2;Eylül;;2021/08;78493.27;1094.71;İdari Takip;;30;79587.98
GRUP 2;Eylül;;2021/07;116491.27;1426.05;İdari Takip;;1;117917.32
GRUP 2;Ağustos;;2021/04;41414.4;2336.91;Yasal Takip;;18;43751.31
GRUP 2;Aralık;;2021/11;75694.89;1567.93;Yasal Takip;;10;77262.82
GRUP 2;Aralık;;2021/11;25348.38;449.84;Yasal Takip;;30;25798.22
GRUP 2;Haziran;;2020;7218.92;1195.06;İdari Takip;;18;8413.98
GRUP 2;Şubat;;2020;22648.35;1164.57;İdari Takip;;24;23812.92
GRUP 2;Şubat;;2021/01;133611.89;2359.28;İdari Takip;;23;135971.17
GRUP 2;Ocak;;2021/01;236042.33;873.46;İdari Takip;;28;236915.79
GRUP 2;Nisan;;2021/01;33699.64;1426.79;İdari Takip;;2;35126.43
GRUP 2;Mart;;2021/01;97943.56;3011.74;İdari Takip;;8;100955.3
GRUP 2;Mart;;2021/01;62914.78;1878.17;İdari Takip;;3;64792.95
GRUP 2;Mart;;2021/03;76199.64;175.06;İdari Takip;;17;76374.7
GRUP 2;Mart;;2021/03;212013.67;880.53;İdari Takip;;31;212894.2
GRUP 2;Nisan;;2021/03;396448.14;2388.96;İdari Takip;;9;398837.1
GRUP 2;Ağustos;;2021/03;1341.4;135.19;İdari Takip;;25;1476.59
GRUP 2;Temmuz;;2021/06;122129.33;2088.46;İdari Takip;;26;124217.79
GRUP 2;Ağustos;;2021/06;95158.8;2900.84;İdari Takip;;9;98059.64
GRUP 2;Ağustos;;2021/06;54845.16;1431.69;İdari Takip;;10;56276.85
GRUP 2;Temmuz;;2021/06;104763.71;752.57;İdari Takip;;1;105516.28
GRUP 2;Mayıs;;2021/04;131186.34;2954.19;İdari Takip;;31;134140.53
GRUP 2;Ağustos;;2021/04;4039.22;117.63;İdari Takip;;12;4156.85
GRUP 2;Temmuz;;2021/06;106578.2;1019.46;İdari Takip;;14;107597.66
GRUP 2;Ağustos;;2021/07;149662.05;1542.86;İdari Takip;;5;151204.91
GRUP 2;Kasım;;2021/08;18417.62;791.79;İdari Takip;;3;19209.41
GRUP 2;Kasım;;2021/10;94951.21;1325.38;İdari Takip;;25;96276.59
GRUP 2;Aralık;;2021/10;8688.27;241.89;İdari Takip;;20;8930.16
GRUP 2;Aralık;;2021/12;626475.37;1957.63;İdari Takip;;22;628433
GRUP 2;Haziran;;2021/01;19577.56;2020.04;Yasal Takip;;29;21597.6
GRUP 2;Şubat;;2017;12112.56;3452.83;Yasal Takip;;26;15565.39
GRUP 2;Mayıs;;2021/01;9712.42;2283.99;Yasal Takip;;28;11996.41
GRUP 2;Eylül;;2017;18038.93;4515.71;Yasal Takip;;29;22554.64
GRUP 2;Haziran;;2020;22583.93;4490.02;Yasal Takip;2021;11;27073.95
GRUP 2;Aralık;;2016;10722.03;2639.38;Yasal Takip;;30;13361.41
GRUP 2;Aralık;;2017;16440.22;9369.77;Yasal Takip;;29;25809.99
GRUP 2;Ekim;;2018;3990.88;6611.22;Yasal Takip;;25;10602.1
GRUP 2;Aralık;;2018;15655.96;9684.21;Yasal Takip;;14;25340.17
GRUP 2;Mayıs;;2014;0;2343.12;Yasal Takip;;6;2343.12
GRUP 2;Ağustos;;2016;5263.54;938.21;Yasal Takip;;13;6201.75
GRUP 2;Eylül;;2020;23846.03;3777.78;Yasal Takip;2021;28;27623.81
GRUP 2;Mart;;2014;5190.16;1020.94;Yasal Takip;;29;6211.1
GRUP 2;Ocak;;2016;2430.49;3205.21;Yasal Takip;;13;5635.7
GRUP 2;Şubat;;2018;6316.59;3255;Yasal Takip;;24;9571.59
GRUP 2;Temmuz;;2016;3399.97;1245.2;Yasal Takip;;2;4645.17
GRUP 2;Aralık;;2018;11543.93;8037.38;Yasal Takip;;20;19581.31
GRUP 2;Nisan;;2019;33415.93;9053.64;Yasal Takip;;16;42469.57
GRUP 2;Mayıs;;2021/03;5832.99;215.98;Yasal Takip;;21;6048.97
GRUP 2;Mart;;2020;25262.89;6552.7;Yasal Takip;2021;4;31815.59
GRUP 2;Mart;;2021/02;1669.09;33.62;Yasal Takip;;19;1702.71
GRUP 2;Mart;;2013;2074.18;233.39;Yasal Takip;;9;2307.57
GRUP 2;Haziran;;2013;5.21;40.92;Yasal Takip;;16;46.13
GRUP 2;Eylül;;2021/03;11961.51;1099.65;Yasal Takip;;28;13061.16
GRUP 2;Aralık;;2015;1682.3;4.23;Yasal Takip;;11;1686.53
GRUP 2;Aralık;;2015;4873.16;0.31;Yasal Takip;;31;4873.47
GRUP 2;Aralık;;2019;18144.65;9389.76;Yasal Takip;;22;27534.41
GRUP 2;Ağustos;;2015;1835.07;47.48;Yasal Takip;;16;1882.55
GRUP 2;Nisan;;2014;10285.62;1676.47;Yasal Takip;;5;11962.09
GRUP 2;Mayıs;;2018;7117.97;4088.27;Yasal Takip;;24;11206.24
GRUP 2;Nisan;;2020;3667.29;1285.69;Yasal Takip;2021;28;4952.98
GRUP 2;Ağustos;;2017;4804.8;1123.11;Yasal Takip;;12;5927.91
GRUP 2;Nisan;;2021/01;1039.65;168.61;Yasal Takip;;30;1208.26
GRUP 2;Kasım;;2015;2042.47;3227.55;Yasal Takip;;22;5270.02
GRUP 2;Ağustos;;2017;3283.97;4932.81;Yasal Takip;;18;8216.78
GRUP 2;Kasım;;2016;0;1840.69;Yasal Takip;;8;1840.69
GRUP 2;Ağustos;;2021/02;14273.87;1507;Yasal Takip;;5;15780.87
GRUP 2;Eylül;;2015;3918.32;19.74;Yasal Takip;;23;3938.06
GRUP 2;Şubat;;2018;6691.56;3641.75;Yasal Takip;;11;10333.31
GRUP 2;Mart;;2018;6912.82;6585.72;Yasal Takip;;18;13498.54
GRUP 2;Ekim;;2017;3335.53;1393.18;Yasal Takip;;20;4728.71
GRUP 2;Ekim;;2021/01;34640.14;6622.72;Yasal Takip;;11;41262.86
GRUP 2;Mart;;2013;760.46;0;Yasal Takip;;12;760.46
GRUP 2;Nisan;;2018;14332.23;7179.46;Yasal Takip;;12;21511.69
GRUP 2;Mayıs;;2014;81.1;126.94;Yasal Takip;;3;208.04
GRUP 2;Mart;;2021/01;31326.83;1257.4;İdari Takip;;29;32584.23
GRUP 2;Kasım;;2021/01;2833.49;449.81;Yasal Takip;;12;3283.3
GRUP 2;Ekim;;2021/03;15194.81;2306.17;Yasal Takip;;27;17500.98
GRUP 2;Ekim;;2021/04;22560.62;2466.14;Yasal Takip;;18;25026.76
GRUP 2;Kasım;;2021/04;85824.26;59652.42;Yasal Takip;;19;145476.68
GRUP 2;Aralık;;2021/06;17091.46;2522.89;Yasal Takip;;10;19614.35
GRUP 2;Temmuz;;2021/08;18635.81;0;İdari Takip;;28;18635.81
GRUP 2;Aralık;;2021/05;10006.83;1571.07;Yasal Takip;;8;11577.9
GRUP 2;Aralık;;2021/08;55016.03;4865.07;Yasal Takip;;3;59881.1
GRUP 2;Şubat;;2021/02;189809.38;817.3;İdari Takip;;25;190626.68
GRUP 2;Nisan;;2021/04;44212.56;27.4;İdari Takip;;13;44239.96
GRUP 2;Mart;;2020;1483.58;52.37;İdari Takip;;6;1535.95
GRUP 2;Şubat;;2021/01;246141.88;975.33;İdari Takip;;9;247117.21
GRUP 2;Ocak;;2021/01;326977.83;1233.76;İdari Takip;;29;328211.59
GRUP 2;Haziran;;2021/01;866.72;56.74;İdari Takip;;14;923.46
GRUP 2;Haziran;;2021/01;0;22.39;İdari Takip;;4;22.39
GRUP 2;Mart;;2015;6526.62;436.16;Yasal Takip;;18;6962.78
GRUP 2;Ağustos;;2021/04;2099.02;148.29;İdari Takip;;13;2247.31
GRUP 2;Mayıs;;2021/03;1086.31;24.2;İdari Takip;;11;1110.51
GRUP 2;Ekim;;2021/08;136555.89;4070.77;İdari Takip;;14;140626.66
GRUP 2;Ekim;;2021/08;933.32;21.05;İdari Takip;;2;954.37
GRUP 2;Kasım;;2021/10;3473.6;55.27;İdari Takip;;20;3528.87
GRUP 2;Eylül;;2021/09;32634.42;185.46;İdari Takip;;22;32819.88
GRUP 2;Kasım;;2021/09;65194.14;1762.42;İdari Takip;;11;66956.56
GRUP 2;Eylül;;2021/06;5397.72;286.26;İdari Takip;;28;5683.98
GRUP 2;Eylül;;2021/07;48774.85;883.62;İdari Takip;;2;49658.47
GRUP 2;Mart;;2018;7769.22;5460.03;Yasal Takip;;26;13229.25
GRUP 2;Ağustos;;2015;0;4373.97;Yasal Takip;;10;4373.97
GRUP 2;Haziran;;2016;4884.51;2683.63;Yasal Takip;;29;7568.14
GRUP 2;Ocak;;2014;5266.82;3352.07;Yasal Takip;;21;8618.89
GRUP 2;Mart;;2013;1355.39;0;Yasal Takip;;25;1355.39
GRUP 2;Kasım;;2019;21113.94;10882.1;Yasal Takip;;18;31996.04
GRUP 2;Eylül;;2021/01;6220.68;838.22;Yasal Takip;;23;7058.9
GRUP 2;Nisan;;2021/03;4744.95;177.93;Yasal Takip;;14;4922.88
GRUP 2;Temmuz;;2021/03;34978.26;2783.96;Yasal Takip;;12;37762.22
GRUP 2;Aralık;;2021/03;11829.41;2115.96;Yasal Takip;;7;13945.37
GRUP 2;Mart;;2020;1348.13;163.8;İdari Takip;2021;1;1511.93
GRUP 2;Mayıs;;2021/05;57016.43;475.04;İdari Takip;;31;57491.47
GRUP 2;Aralık;;2021/05;10716.36;1675.6;Yasal Takip;;10;12391.96
GRUP 2;Ağustos;;2021/06;33536.08;1370.43;Yasal Takip;;11;34906.51
GRUP 2;Kasım;;2021/10;6188.06;131.81;Yasal Takip;;15;6319.87
GRUP 2;Temmuz;;2021/06;271084.38;5659.63;İdari Takip;;28;276744.01
GRUP 2;Aralık;;2021/07;1364.89;121.98;İdari Takip;;1;1486.87
GRUP 2;Temmuz;;2021/05;19728.21;679.06;İdari Takip;;28;20407.27
GRUP 2;Kasım;;2021/10;494497;1762.03;İdari Takip;;2;496259.03
GRUP 2;Eylül;;2021/09;33210.72;298.93;İdari Takip;;27;33509.65
GRUP 2;Ekim;;2021/10;98451.65;135.13;İdari Takip;;19;98586.78
GRUP 2;Aralık;;2021/11;4126.25;34.46;İdari Takip;;11;4160.71
GRUP 2;Aralık;;2021/11;66893.04;942.99;İdari Takip;;31;67836.03
GRUP 2;Nisan;;2020;0;0;Yasal Takip;;18;0
GRUP 2;Mayıs;;2019;3323.8;1456.01;Yasal Takip;;7;4779.81
GRUP 2;Mart;;2016;3591.24;552.7;Yasal Takip;;2;4143.94
GRUP 2;Aralık;;2021/02;13237.54;3069.28;Yasal Takip;;17;16306.82
GRUP 2;Eylül;;2021/02;7357.09;753.83;Yasal Takip;;30;8110.92
GRUP 2;Ekim;;2020;919.51;290.92;Yasal Takip;2021;29;1210.43
GRUP 2;Eylül;;2021/01;5936.24;1675.19;Yasal Takip;;13;7611.43
GRUP 2;Mayıs;;2016;0;574.45;Yasal Takip;;4;574.45
GRUP 2;Kasım;;2014;4635;400.77;Yasal Takip;;12;5035.77
GRUP 2;Mayıs;;2014;0;667.08;Yasal Takip;;7;667.08
GRUP 2;Temmuz;;2020;2444.37;873.13;Yasal Takip;;19;3317.5
GRUP 2;Nisan;;2013;1212.75;0;Yasal Takip;;8;1212.75
GRUP 2;Haziran;;2021/04;19901.22;763.66;Yasal Takip;;16;20664.88
GRUP 2;Kasım;;2021/03;5160.74;2474.12;Yasal Takip;;8;7634.86
GRUP 2;Mayıs;;2021/05;0;0;İdari Takip;;16;0
GRUP 2;Ağustos;;2020;3161.52;1039.18;İdari Takip;;6;4200.7
GRUP 2;Mayıs;;2020;30.55;6.15;İdari Takip;;3;36.7
GRUP 2;Ekim;;2020;218.93;0;İdari Takip;;6;218.93
GRUP 2;Ağustos;;2021/05;7050.24;708.82;İdari Takip;;3;7759.06
GRUP 2;Eylül;;2021/05;8999.88;691;İdari Takip;;16;9690.88
GRUP 2;Nisan;;2019;442.65;223.43;Yasal Takip;;10;666.08
GRUP 2;Temmuz;;2015;900.43;7.32;Yasal Takip;;19;907.75
GRUP 2;Ağustos;;2019;3037.21;213.59;Yasal Takip;;30;3250.8
GRUP 2;Ekim;;2013;2885.61;0.22;Yasal Takip;;19;2885.83
GRUP 2;Ağustos;;2021/03;86631.85;10308.17;Yasal Takip;;20;96940.02
GRUP 2;Aralık;;2021/03;2987.09;533.88;Yasal Takip;;31;3520.97
GRUP 2;Aralık;;2021/07;22964.13;1399.84;Yasal Takip;;24;24363.97
GRUP 2;Mart;;2020;3069.37;110.19;İdari Takip;2021;15;3179.56
GRUP 2;Aralık;;2021/09;54855.64;5876.04;Yasal Takip;;23;60731.68
GRUP 2;Nisan;;2020;4.74;0.32;İdari Takip;;10;5.06
GRUP 2;Haziran;;2021/01;185.3;103.72;İdari Takip;;21;289.02
GRUP 2;Haziran;;2020;5216.04;595.35;İdari Takip;;2;5811.39
GRUP 2;Aralık;;2021/04;27.87;3.94;İdari Takip;;14;31.81
GRUP 2;Kasım;;2021/11;178573.73;437.73;İdari Takip;;17;179011.46
GRUP 2;Şubat;;2014;3212.08;1094.59;Yasal Takip;;18;4306.67
GRUP 2;Ağustos;;2017;0;0;Yasal Takip;;8;0
GRUP 2;Ekim;;2021/02;217.07;116.11;Yasal Takip;;9;333.18
GRUP 2;Ekim;;2021/01;6510.17;2764.58;Yasal Takip;;19;9274.75
GRUP 2;Temmuz;;2016;204.8;253.4;Yasal Takip;;15;458.2
GRUP 2;Nisan;;2015;0;0;Yasal Takip;;18;0
GRUP 2;Temmuz;;2021/06;0;10786.05;Yasal Takip;;30;10786.05
GRUP 2;Ekim;;2021/06;736.77;186.86;Yasal Takip;;16;923.63
GRUP 2;Kasım;;2021/09;1744.42;77.35;Yasal Takip;;13;1821.77
GRUP 2;Ekim;;2021/03;795.41;107.44;İdari Takip;;26;902.85
GRUP 2;Eylül;;2021/05;725.08;41.71;İdari Takip;;1;766.79
GRUP 2;Kasım;;2021/08;1456.65;81.44;İdari Takip;;16;1538.09
GRUP 2;Aralık;;2021/09;1576.23;85.31;İdari Takip;;22;1661.54
GRUP 2;Eylül;;2015;10139.64;801.66;Yasal Takip;;22;10941.3
GRUP 2;Eylül;;2021/02;12161.67;1214.86;Yasal Takip;;14;13376.53
GRUP 2;Ağustos;;2013;79.42;2656.24;Yasal Takip;;17;2735.66
GRUP 2;Mart;;2017;5958;743.05;Yasal Takip;;24;6701.05
GRUP 2;Temmuz;;2021/02;415.92;584.08;Yasal Takip;;4;1000
GRUP 2;Haziran;;2013;610.96;0;Yasal Takip;;25;610.96
GRUP 2;Kasım;;2021/02;2372.37;394.16;Yasal Takip;;13;2766.53
GRUP 2;Şubat;;2020;232.09;17.68;Yasal Takip;;13;249.77
GRUP 2;Mart;;2021/02;1701.11;18.97;Yasal Takip;;17;1720.08
GRUP 2;Aralık;;2021/05;6350.03;730.84;Yasal Takip;;2;7080.87
GRUP 2;Mayıs;;2020;521.54;129;İdari Takip;;28;650.54
GRUP 2;Eylül;;2021/03;2.37;0.23;İdari Takip;;7;2.6
GRUP 2;Ağustos;;2021/03;386.58;27;İdari Takip;;4;413.58
GRUP 2;Haziran;;2021/06;113716.92;693.73;İdari Takip;;23;114410.65
GRUP 2;Mayıs;;2016;153.32;388.13;Yasal Takip;;12;541.45
GRUP 2;Şubat;;2020;7565.76;462.39;İdari Takip;2021;23;8028.15
GRUP 2;Eylül;;2021/01;13346.58;22685.04;Yasal Takip;;28;36031.62
GRUP 2;Nisan;;2020;3556.16;1215.19;İdari Takip;2021;7;4771.35
GRUP 2;Eylül;;2021/02;889.01;123.09;İdari Takip;;20;1012.1
GRUP 2;Şubat;;2021/02;13344.77;25.72;İdari Takip;;15;13370.49
GRUP 2;Aralık;;2021/04;2164.57;342.74;İdari Takip;;20;2507.31
GRUP 2;Aralık;;2015;2908;149.78;Yasal Takip;;21;3057.78
GRUP 2;Ekim;;2015;0;674.36;Yasal Takip;;9;674.36
GRUP 2;Ocak;;2013;517.34;0;Yasal Takip;;25;517.34
GRUP 2;Kasım;;2021/08;287.72;15.03;Yasal Takip;;28;302.75
GRUP 2;Aralık;;2021/06;1044.81;105.86;İdari Takip;;13;1150.67
GRUP 2;Ağustos;;2021/02;4622.34;448.31;İdari Takip;;9;5070.65
GRUP 2;Ekim;;2020;2466.92;808.46;İdari Takip;;7;3275.38
GRUP 2;Eylül;;2020;42;10.4;İdari Takip;;26;52.4
GRUP 2;Aralık;;2021/12;89575.28;56.4;İdari Takip;;14;89631.68
GRUP 2;Haziran;;2013;0;329.03;Yasal Takip;;29;329.03
GRUP 2;Nisan;;2014;0;0;Yasal Takip;;21;0
GRUP 2;Nisan;;2013;475.5;0;Yasal Takip;;6;475.5
GRUP 2;Ocak;;2018;612.22;167.78;Yasal Takip;;30;780
GRUP 2;Mart;;2021/03;3548.84;0;İdari Takip;;4;3548.84
GRUP 2;Mayıs;;2021/01;0;0;Yasal Takip;;10;0
GRUP 2;Aralık;;2017;0;0;Yasal Takip;;4;0
GRUP 2;Temmuz;;2017;0;0;Yasal Takip;;4;0
GRUP 2;Ağustos;;2015;244;9.06;Yasal Takip;;8;253.06
GRUP 2;Şubat;;2021/01;527.47;0;Yasal Takip;;26;527.47
GRUP 2;Mart;;2021/02;2851.39;44.71;Yasal Takip;;15;2896.1
GRUP 2;Kasım;;2021/08;771.75;36.43;Yasal Takip;;20;808.18
GRUP 2;Haziran;;2021/02;2281.35;51.69;İdari Takip;;25;2333.04
GRUP 2;Nisan;;2020;2.44;0.07;İdari Takip;;27;2.51
GRUP 2;Şubat;;2021/03;2345;0;İdari Takip;;10;2345
GRUP 2;Temmuz;;2021/05;4508.8;178.99;İdari Takip;;19;4687.79
GRUP 2;Aralık;;2021/12;1937.1;0;İdari Takip;;6;1937.1
GRUP 2;Haziran;;2016;0;0;Yasal Takip;;6;0
GRUP 2;Ekim;;2021/05;12.69;987.31;Yasal Takip;;16;1000
GRUP 2;Aralık;;2021/11;230.3;2.75;Yasal Takip;;11;233.05
GRUP 2;Aralık;;2021/09;1365.93;107.91;Yasal Takip;;18;1473.84
GRUP 2;Aralık;;2021/07;741.72;66.28;İdari Takip;;15;808
GRUP 2;Aralık;;2020;672.07;83.32;İdari Takip;;1;755.39
GRUP 2;Mayıs;;2015;0;0;Yasal Takip;;6;0
GRUP 2;Şubat;;2020;917.65;51.4;Yasal Takip;2021;20;969.05
